09/01/2021,91,74,100,61,0.00
09/02/2021,90,73,100,63,0.00
09/03/2021,90,72,100,55,0.00
09/04/2021,91,71,100,53,0.00
09/05/2021,91,73,100,57,0.00
09/06/2021,85,75,100,72,0.00
09/07/2021,88,72,100,61,0.03
09/08/2021,88,71,100,63,0.00
09/09/2021,87,66,100,36,0.00
09/10/2021,85,61,96,38,0.00
09/11/2021,86,61,93,41,0.00
09/12/2021,85,67,97,65,0.00
09/13/2021,86,72,100,69,0.28
09/14/2021,76,71,100,94,0.67
09/15/2021,81,72,100,79,3.51
